keyGenAES(128),keyGenAES(192),keyGenAES(256)
0.002574799999999988,0.0026662000000000075,0.0028801999999999994
0.00200889999999998,0.002561900000000006,0.0030234999999999568
0.002927800000000036,0.002352299999999974,0.002843800000000063
0.0025948999999999556,0.0023421000000000136,0.0021708000000000283
0.002244600000000041,0.0022830999999999824,0.0024061000000000776
0.0020057999999999465,0.002213099999999968,0.0021769999999999845
0.002354700000000043,0.002745400000000009,0.0030377999999999794
0.0026004000000000582,0.004405899999999963,0.003924599999999945
0.002994500000000011,0.005586800000000003,0.0032301000000000135
0.00275789999999998,0.003785200000000044,0.0054347000000000145
0.003262199999999993,0.00246270000000004,0.0024939999999999962
0.0021694999999999354,0.002864399999999989,0.0032149000000000205
0.0021401999999999255,0.0027806999999999693,0.0024876999999999816
0.0036551999999999696,0.003990599999999955,0.0021930000000000005
0.0025762000000000285,0.0022246999999999684,0.002171000000000034
0.0042232000000000935,0.0029103000000000323,0.0022855999999999987
0.0021700000000000053,0.003016300000000083,0.0031472000000000167
0.004482100000000044,0.004240899999999992,0.0028207999999999567
0.004069199999999995,0.002598800000000012,0.0021822999999999704
0.002101699999999984,0.0038803000000000587,0.004218900000000025
0.003076899999999938,0.002802699999999936,0.00284810000000002
0.0024087999999999887,0.0032247999999999166,0.0021714000000000455
0.002545999999999937,0.0022788000000000252,0.0021701000000000636
0.0021096000000000448,0.0026545999999999514,0.0029252999999999085
0.002625700000000064,0.0031638999999999973,0.0030381000000000435
0.002904599999999924,0.003601700000000041,0.0027570000000000094
0.002027000000000001,0.0032604999999999995,0.0040335999999999705
0.004586100000000037,0.005248699999999995,0.0022733000000000336
0.0031143000000000143,0.0028405000000000236,0.0028665999999999414
0.0027926999999999813,0.003366800000000003,0.004827400000000037
0.004848600000000092,0.0029181000000000346,0.0022189000000000236
0.0027671000000000223,0.0021906000000000425,0.0027896000000000587
0.0025140000000000162,0.002525699999999964,0.0025096000000000007
0.002121099999999987,0.00269050000000004,0.002321699999999982
0.002258199999999988,0.0022119000000000444,0.0026152000000000397
0.0022455000000000114,0.002326700000000015,0.002447300000000041
0.0025633999999999935,0.00286300000000006,0.0031202000000000174
0.003548399999999896,0.004732700000000034,0.0021902999999999784
0.002105399999999924,0.002180100000000018,0.0021967999999999988
0.002229400000000048,0.0036793999999999993,0.0021723999999999632
0.001964599999999983,0.002685099999999996,0.002849199999999996
0.0026868999999999366,0.002430500000000002,0.0024047999999999847
0.0025312000000000667,0.0027814999999999923,0.0025812000000000612
0.002616300000000016,0.0030276999999999665,0.002363299999999957
0.00204380000000004,0.0021719999999999517,0.0027855999999999437
0.004281800000000002,0.003704099999999988,0.0035993999999999193
0.0019356999999999847,0.002948599999999968,0.0034918999999999922
0.0021476999999999746,0.0021788999999999836,0.00225949999999997
