EncryptDecryptRSA(1024),EncryptDecryptRSA(2048),EncryptDecryptRSA(3072)
0.0003646999999999956,0.00046199999999996244,0.0003921999999999537
0.00039079999999991344,0.00038810000000000233,0.0007612000000000174
0.0003646999999999956,0.0003656999999999133,0.00042949999999997157
0.00036849999999999383,0.0011367000000001015,0.000837900000000058
0.0003794000000000297,0.0003655000000000186,0.0009230999999999545
0.00038319999999991694,0.0003678999999999766,0.0004634000000000027
0.0010166000000000341,0.0003670000000000062,0.0004189999999999472
0.0013026000000000426,0.0010508999999999658,0.001341099999999984
0.001301899999999967,0.0006198000000000592,0.0012015000000000775
0.0006238000000000632,0.0003655000000000186,0.0009198999999999735
0.0004935000000000356,0.0005330999999999531,0.0003646999999999956
0.0003646999999999956,0.0010639000000000065,0.0008360000000000589
0.0009214000000000722,0.0008020999999999168,0.00036479999999994295
0.00036490000000000133,0.0003932999999999298,0.0006068000000000184
0.0013096000000000219,0.00041389999999996707,0.00038690000000007885
0.00047829999999993156,0.00037080000000000446,0.0003646999999999956
0.0016013000000000277,0.0013687000000000005,0.00038680000000002046
0.00036520000000006547,0.0003651000000000071,0.0003677999999999182
0.00037249999999999783,0.00036519999999995445,0.0003848999999999103
